Hand_ID,Total_Bet,Total_Won,Net_Result,Total
RC3210888478,0.1,0.0,-0.1,46.19
RC3210888436,0.0,0.0,0.0,46.19
RC3210888375,0.0,0.0,0.0,46.19
RC3210888318,0.0,0.0,0.0,46.19
RC3210888257,0.0,0.0,0.0,46.19
RC3210888149,0.0,0.0,0.0,46.19
RC3210888078,0.1,0.0,-0.1,46.09
RC3210887965,0.3,0.4,0.10000000000000003,46.19
RC3210887900,0.0,0.0,0.0,46.19
RC3210887621,0.44,0.81,0.37000000000000005,46.56
RC3210887534,0.0,0.0,0.0,46.56
RC3210887483,0.0,0.0,0.0,46.56
RC3210887375,0.1,0.0,-0.1,46.46
RC3210887226,0.05,0.0,-0.05,46.41
RC3210887174,0.0,0.0,0.0,46.41
RC3210887109,0.0,0.0,0.0,46.41
RC3210887068,0.0,0.0,0.0,46.41
RC3210886942,0.3,0.4,0.10000000000000003,46.51
RC3210886752,0.1,0.0,-0.1,46.41
RC3210886718,0.0,0.0,0.0,46.41
RC3210886684,0.0,0.0,0.0,46.41
RC3210886649,0.0,0.0,0.0,46.41
RC3210886587,0.0,0.0,0.0,46.41
RC3210886481,0.05,0.0,-0.05,46.36
RC3210886396,0.1,0.15000000000000002,0.05000000000000002,46.41
RC3210886359,0.0,0.0,0.0,46.41
RC3210886320,0.0,0.0,0.0,46.41
RC3210886201,0.0,0.0,0.0,46.41
RC3210886120,0.0,0.0,0.0,46.41
RC3210886028,0.0,0.0,0.0,46.41
RC3210885899,0.3,0.4,0.10000000000000003,46.51
RC3210885288,0.48000000000000004,0.0,-0.48000000000000004,46.03
RC3211028020,0.1,0.0,-0.1,45.93
RC3211027907,0.25,0.4,0.15000000000000002,46.08
RC3211027786,0.1,0.0,-0.1,45.98
RC3211027757,0.0,0.0,0.0,45.98
RC3211027684,0.0,0.0,0.0,45.98
RC3211027648,0.0,0.0,0.0,45.98
RC3211027480,0.3,0.4,0.10000000000000003,46.08
RC3211027445,0.0,0.0,0.0,46.08
RC3211027401,0.0,0.0,0.0,46.08
RC3211027256,0.1,0.15000000000000002,0.05000000000000002,46.13
RC3211027167,0.0,0.0,0.0,46.13
RC3211026990,0.25,0.4,0.15000000000000002,46.28
RC3211026886,0.05,0.0,-0.05,46.23
RC3211026251,1.05,0.0,-1.05,45.18
RC3211026211,0.0,0.0,0.0,45.18
RC3211026177,0.1,0.0,-0.1,45.08
RC3211025847,0.3,0.4,0.10000000000000003,45.18
RC3211025032,0.15,0.0,-0.15,45.03
RC3211024951,0.0,0.0,0.0,45.03
RC3211024904,0.0,0.0,0.0,45.03
RC3211024872,0.0,0.0,0.0,45.03
RC3211024815,0.0,0.0,0.0,45.03
RC3210994734,0.0,0.0,0.0,45.03
RC3210994660,0.0,0.0,0.0,45.03
RC3210994479,0.1,0.0,-0.1,44.93
RC3210994444,0.0,0.0,0.0,44.93
RC3210994389,0.0,0.0,0.0,44.93
RC3210994332,0.0,0.0,0.0,44.93
RC3210994285,0.0,0.0,0.0,44.93
RC3210994250,0.05,0.0,-0.05,44.88
RC3210994199,0.0,0.0,0.0,44.88
RC3210994042,0.1,0.0,-0.1,44.78
RC3210993962,0.0,0.0,0.0,44.78
RC3210993823,0.1,0.15000000000000002,0.05000000000000002,44.83
RC3210993735,0.25,0.4,0.15000000000000002,44.98
RC3210993669,0.0,0.0,0.0,44.98
RC3210993623,0.0,0.0,0.0,44.98
RC3210993492,0.05,0.0,-0.05,44.93
RC3210993457,0.0,0.0,0.0,44.93
RC3210993422,0.0,0.0,0.0,44.93
RC3210993385,0.05,0.0,-0.05,44.88
RC3210993351,0.1,0.0,-0.1,44.78
RC3210993318,0.0,0.0,0.0,44.78
RC3210993223,0.0,0.0,0.0,44.78
RC3210992700,3.55,4.73,1.1800000000000006,45.96
RC3210992565,0.25,0.4,0.15000000000000002,46.11
RC3210992486,0.1,0.0,-0.1,46.01
RC3210992239,0.25,0.0,-0.25,45.76
RC3210992192,0.0,0.0,0.0,45.76
RC3210992117,0.0,0.0,0.0,45.76
RC3210991736,0.51,0.83,0.31999999999999995,46.08
RC3210991685,0.05,0.0,-0.05,46.03
RC3210991505,0.05,0.0,-0.05,45.98
RC3210991451,0.1,0.0,-0.1,45.88
RC3210991400,0.0,0.0,0.0,45.88
RC3210991068,1.23,1.69,0.45999999999999996,46.34
RC3210991029,0.0,0.0,0.0,46.34
RC3210990994,0.05,0.0,-0.05,46.29
RC3210990908,0.1,0.15000000000000002,0.05000000000000002,46.34
RC3210990873,0.0,0.0,0.0,46.34
RC3210990824,0.0,0.0,0.0,46.34
RC3210990780,0.0,0.0,0.0,46.34
RC3210990740,0.0,0.0,0.0,46.34
RC3210990631,0.25,0.4,0.15000000000000002,46.49
RC3210990539,0.1,0.0,-0.1,46.39
RC3210990512,0.0,0.0,0.0,46.39
RC3210990473,0.05,0.0,-0.05,46.34
RC3210990425,0.0,0.0,0.0,46.34
RC3210990320,0.0,0.0,0.0,46.34
RC3210990234,0.1,0.0,-0.1,46.24
RC3210990172,0.0,0.0,0.0,46.24
RC3210990111,0.0,0.0,0.0,46.24
RC3210990008,0.05,0.0,-0.05,46.19
RC3210989975,0.0,0.0,0.0,46.19
RC3210989941,0.0,0.0,0.0,46.19
RC3210989907,0.0,0.0,0.0,46.19
RC3210989860,0.05,0.0,-0.05,46.14
RC3210989788,0.0,0.0,0.0,46.14
RC3210989756,0.0,0.0,0.0,46.14
RC3210989679,0.1,0.0,-0.1,46.04
RC3210989636,0.0,0.0,0.0,46.04
RC3210989589,0.0,0.0,0.0,46.04
RC3210989477,0.05,0.0,-0.05,45.99
RC3210989288,0.1,0.0,-0.1,45.89
RC3210989229,0.0,0.0,0.0,45.89
RC3210989180,0.0,0.0,0.0,45.89
RC3210989121,0.0,0.0,0.0,45.89
RC3210989088,0.0,0.0,0.0,45.89
RC3210989038,0.0,0.0,0.0,45.89
RC3210988945,0.05,0.0,-0.05,45.84
RC3210988452,0.45999999999999996,0.9299999999999999,0.47,46.31
RC3210988400,0.0,0.0,0.0,46.31
RC3210988367,0.0,0.0,0.0,46.31
RC3210987829,0.5,1.1099999999999999,0.6099999999999999,46.92
RC3210987779,0.0,0.0,0.0,46.92
RC3210987726,0.0,0.0,0.0,46.92
RC3210987633,0.0,0.0,0.0,46.92
RC3210987550,0.1,0.0,-0.1,46.82
RC3210987320,0.25,0.0,-0.25,46.57
RC3210987261,0.0,0.0,0.0,46.57
RC3210987218,0.0,0.0,0.0,46.57
RC3210987067,0.0,0.0,0.0,46.57
RC3210986967,0.1,0.15000000000000002,0.05000000000000002,46.62
RC3210986916,0.05,0.0,-0.05,46.57
RC3210986857,0.0,0.0,0.0,46.57
RC3210986775,0.0,0.0,0.0,46.57
RC3210986668,0.1,0.0,-0.1,46.47
RC3210986621,0.0,0.0,0.0,46.47
RC3210986567,0.0,0.0,0.0,46.47
RC3210986464,0.05,0.0,-0.05,46.42
RC3210986436,0.0,0.0,0.0,46.42
RC3210986402,0.0,0.0,0.0,46.42
RC3210986366,0.05,0.0,-0.05,46.37
RC3210986327,0.0,0.0,0.0,46.37
RC3210986286,0.0,0.0,0.0,46.37
RC3210986186,0.1,0.0,-0.1,46.27
RC3210986152,0.0,0.0,0.0,46.27
RC3210986098,0.0,0.0,0.0,46.27
RC3210985459,0.37,0.94,0.57,46.84
RC3210985432,0.0,0.0,0.0,46.84
RC3210985371,0.05,0.0,-0.05,46.79
RC3210985338,0.0,0.0,0.0,46.79
RC3210985263,0.0,0.0,0.0,46.79
RC3210985232,0.0,0.0,0.0,46.79
RC3210985197,0.0,0.0,0.0,46.79
RC3210985149,0.1,0.0,-0.1,46.69
RC3210985119,0.05,0.0,-0.05,46.64
RC3210985046,0.05,0.0,-0.05,46.59
RC3210984990,0.0,0.0,0.0,46.59
RC3210984929,0.0,0.0,0.0,46.59
RC3210984881,0.0,0.0,0.0,46.59
RC3210984803,0.0,0.0,0.0,46.59
RC3210944735,0.1,0.0,-0.1,46.49
RC3210944700,0.0,0.0,0.0,46.49
RC3210944655,0.0,0.0,0.0,46.49
RC3210944622,0.0,0.0,0.0,46.49
RC3210944535,0.05,0.0,-0.05,46.44
RC3210944489,0.0,0.0,0.0,46.44
RC3210944399,0.1,0.0,-0.1,46.34
RC3210944367,0.0,0.0,0.0,46.34
RC3210944326,0.0,0.0,0.0,46.34
RC3210943373,9.27,0.0,-9.27,37.07
RC3210943265,0.1,0.0,-0.1,36.97
RC3210943211,0.0,0.0,0.0,36.97
RC3210943113,0.0,0.0,0.0,36.97
RC3210942924,0.25,0.4,0.15000000000000002,37.12
RC3210942898,0.0,0.0,0.0,37.12
RC3210942857,0.05,0.0,-0.05,37.07
RC3210942772,0.1,0.0,-0.1,36.97
RC3210942742,0.0,0.0,0.0,36.97
RC3210942712,0.0,0.0,0.0,36.97
RC3210942658,0.0,0.0,0.0,36.97
RC3210942606,0.0,0.0,0.0,36.97
RC3210942552,0.0,0.0,0.0,36.97
RC3210942521,0.0,0.0,0.0,36.97
RC3210940845,5.700000000000001,0.0,-5.700000000000001,31.27
RC3210940468,1.09,1.63,0.5399999999999998,31.81
RC3210940377,0.1,0.15000000000000002,0.05000000000000002,31.86
RC3210940337,0.0,0.0,0.0,31.86
RC3210940303,0.0,0.0,0.0,31.86
RC3210940276,0.0,0.0,0.0,31.86
RC3210940196,0.05,0.0,-0.05,31.81
RC3210940157,0.0,0.0,0.0,31.81
RC3210939996,0.1,0.0,-0.1,31.71
RC3210939957,0.0,0.0,0.0,31.71
RC3210939915,0.0,0.0,0.0,31.71
RC3210939878,0.0,0.0,0.0,31.71
RC3210939777,0.05,0.0,-0.05,31.66
RC3210939661,0.0,0.0,0.0,31.66
RC3210939594,0.1,0.0,-0.1,31.56
RC3210939422,0.55,0.88,0.32999999999999996,31.89
RC3210938668,0.53,0.0,-0.53,31.36
RC3210938622,0.0,0.0,0.0,31.36
RC3210938176,0.78,0.0,-0.78,30.58
RC3210938059,0.25,0.4,0.15000000000000002,30.73
RC3210937544,2.43,4.72,2.2899999999999996,33.02
RC3210937428,0.25,0.4,0.15000000000000002,33.17
RC3210937331,0.0,0.0,0.0,33.17
RC3210936878,1.09,1.73,0.6399999999999999,33.81
RC3210936191,1.03,1.58,0.55,34.36
RC3210935721,0.51,0.83,0.31999999999999995,34.68
RC3210934999,2.2800000000000002,0.0,-2.2800000000000002,32.4
RC3210934863,0.25,0.4,0.15000000000000002,32.55
RC3210934809,0.0,0.0,0.0,32.55
RC3210934762,0.0,0.0,0.0,32.55
RC3210894697,0.0,0.0,0.0,32.55
RC3210894482,0.05,0.0,-0.05,32.5
RC3210894340,0.1,0.0,-0.1,32.4
RC3210894277,0.0,0.0,0.0,32.4
RC3210894134,0.25,0.4,0.15000000000000002,32.55
RC3210893905,0.5,0.87,0.37,32.92
RC3210893787,0.05,0.0,-0.05,32.87
RC3210893753,0.0,0.0,0.0,32.87
RC3210892866,3.3000000000000003,0.0,-3.3000000000000003,29.57
RC3210892402,0.42000000000000004,0.9,0.48,30.05
RC3210892338,0.0,0.0,0.0,30.05
RC3210892241,0.25,0.4,0.15000000000000002,30.2
RC3210892107,0.25,0.4,0.15000000000000002,30.35
RC3210892059,0.05,0.0,-0.05,30.3
RC3210891925,0.1,0.0,-0.1,30.2
RC3210891542,1.09,1.73,0.6399999999999999,30.84
RC3210891158,0.74,0.0,-0.74,30.1
RC3210891122,0.0,0.0,0.0,30.1
RC3210890858,1.21,2.4000000000000004,1.1900000000000004,31.29
RC3210890548,0.3,0.0,-0.3,30.99
RC3210890440,0.1,0.0,-0.1,30.89
RC3210890379,0.0,0.0,0.0,30.89
RC3210890321,0.0,0.0,0.0,30.89
RC3210890217,0.0,0.0,0.0,30.89
RC3210890163,0.0,0.0,0.0,30.89
RC3210890020,0.05,0.0,-0.05,30.84
RC3210889959,0.0,0.0,0.0,30.84
RC3210889874,0.1,0.0,-0.1,30.74
RC3210889836,0.0,0.0,0.0,30.74
RC3210889560,0.25,0.4,0.15000000000000002,30.89
RC3210889494,0.0,0.0,0.0,30.89
RC3210889287,1.01,1.29,0.28,31.17
RC3210889169,0.1,0.0,-0.1,31.07
RC3210889056,0.0,0.0,0.0,31.07
RC3210889014,0.0,0.0,0.0,31.07
RC3210888954,0.0,0.0,0.0,31.07
RC3210888915,0.0,0.0,0.0,31.07
RC3210888872,0.05,0.0,-0.05,31.02
RC3210888780,0.1,0.0,-0.1,30.92
RC3210888740,0.0,0.0,0.0,30.92
RC3210888707,0.0,0.0,0.0,30.92
RC3210888227,19.7,21.11,1.4100000000000001,32.33
RC3210888166,0.0,0.0,0.0,32.33
RC3210887987,0.1,0.0,-0.1,32.23
RC3210887768,0.3,0.0,-0.3,31.93
RC3210887708,0.0,0.0,0.0,31.93
RC3210887546,0.25,0.4,0.15000000000000002,32.08
RC3210887509,0.0,0.0,0.0,32.08
RC3210886863,8.15,19.95,11.799999999999999,43.88
RC3210886784,0.05,0.0,-0.05,43.83
RC3210886699,0.1,0.15000000000000002,0.05000000000000002,43.88
RC3210886667,0.0,0.0,0.0,43.88
RC3210886633,0.0,0.0,0.0,43.88
RC3210886604,0.0,0.0,0.0,43.88
RC3210886483,0.25,0.4,0.15000000000000002,44.03
RC3210886380,0.05,0.0,-0.05,43.98
RC3210886257,0.1,0.0,-0.1,43.88
RC3210886073,0.25,0.4,0.15000000000000002,44.03
RC3210886014,0.0,0.0,0.0,44.03
RC3210885945,0.0,0.0,0.0,44.03
RC3210885877,0.0,0.0,0.0,44.03
RC3210885808,0.0,0.0,0.0,44.03
RC3210885733,0.05,0.0,-0.05,43.98
RC3210885306,0.1,0.0,-0.1,43.88
RC3211028027,0.0,0.0,0.0,43.88
RC3211027928,0.3,0.4,0.10000000000000003,43.98
RC3211027897,0.0,0.0,0.0,43.98
RC3211027869,0.05,0.0,-0.05,43.93
RC3211027823,0.0,0.0,0.0,43.93
RC3211027743,0.1,0.0,-0.1,43.83
RC3211027718,0.0,0.0,0.0,43.83
RC3211027687,0.0,0.0,0.0,43.83
RC3211027591,0.25,0.4,0.15000000000000002,43.98
RC3211027474,0.25,0.4,0.15000000000000002,44.13
RC3211027434,0.05,0.0,-0.05,44.08
RC3211027327,0.0,0.0,0.0,44.08
RC3211027018,0.25,0.4,0.15000000000000002,44.23
RC3211026986,0.0,0.0,0.0,44.23
RC3211026952,0.0,0.0,0.0,44.23
RC3211026856,0.0,0.0,0.0,44.23
RC3211026813,0.0,0.0,0.0,44.23
RC3211026767,0.05,0.0,-0.05,44.18
RC3211026644,0.1,0.15000000000000002,0.05000000000000002,44.23
RC3211026552,0.05,0.0,-0.05,44.18
RC3211026424,0.25,0.4,0.15000000000000002,44.33
RC3211026278,0.1,0.15000000000000002,0.05000000000000002,44.38
RC3211026247,0.0,0.0,0.0,44.38
RC3211026213,0.0,0.0,0.0,44.38
RC3211026183,0.0,0.0,0.0,44.38
RC3211026142,0.0,0.0,0.0,44.38
RC3211026107,0.0,0.0,0.0,44.38
RC3211025159,3.2,4.36,1.1600000000000001,45.54
RC3211025106,0.0,0.0,0.0,45.54
RC3211025077,0.0,0.0,0.0,45.54
RC3211024907,1.01,1.29,0.28,45.82
RC3211024818,0.25,0.4,0.15000000000000002,45.97
RC3210994260,0.64,0.0,-0.64,45.33
RC3210994227,0.0,0.0,0.0,45.33
RC3210993996,1.01,1.29,0.28,45.61
RC3210993939,0.0,0.0,0.0,45.61
RC3210993899,0.0,0.0,0.0,45.61
RC3210993569,0.25,0.0,-0.25,45.36
RC3210993540,0.0,0.0,0.0,45.36
RC3210993424,0.1,0.0,-0.1,45.26
RC3210993355,0.05,0.0,-0.05,45.21
RC3210993304,0.0,0.0,0.0,45.21
RC3210993259,0.0,0.0,0.0,45.21
RC3210993004,0.25,0.05,-0.2,45.01
RC3210992816,0.1,0.0,-0.1,44.91
RC3210992739,0.0,0.0,0.0,44.91
RC3210992625,0.05,0.0,-0.05,44.86
RC3210992554,0.25,0.4,0.15000000000000002,45.01
RC3210992524,0.0,0.0,0.0,45.01
RC3210992484,0.0,0.0,0.0,45.01
RC3210992265,0.45,0.73,0.27999999999999997,45.29
RC3210992186,0.0,0.0,0.0,45.29
RC3210991588,0.75,0.0,-0.75,44.54
RC3210991166,0.1,0.0,-0.1,44.44
RC3210991134,0.0,0.0,0.0,44.44
RC3210991097,0.05,0.0,-0.05,44.39
RC3210991070,0.0,0.0,0.0,44.39
RC3210991003,0.05,0.0,-0.05,44.34
RC3210990971,0.0,0.0,0.0,44.34
RC3210990940,0.0,0.0,0.0,44.34
RC3210990911,0.0,0.0,0.0,44.34
RC3210990882,0.0,0.0,0.0,44.34
RC3210990767,0.05,0.0,-0.05,44.29
RC3210990696,0.1,0.0,-0.1,44.19
RC3210990666,0.0,0.0,0.0,44.19
RC3210990635,0.0,0.0,0.0,44.19
RC3210990604,0.0,0.0,0.0,44.19
RC3210990560,0.0,0.0,0.0,44.19
RC3210990499,0.1,0.0,-0.1,44.09
RC3210990467,0.0,0.0,0.0,44.09
RC3210990070,0.25,0.0,-0.25,43.84
RC3210990027,0.0,0.0,0.0,43.84
RC3210989971,0.0,0.0,0.0,43.84
RC3210989936,0.0,0.0,0.0,43.84
RC3210989906,0.0,0.0,0.0,43.84
RC3210989634,0.1,0.0,-0.1,43.74
RC3210989605,0.0,0.0,0.0,43.74
RC3210989576,0.05,0.0,-0.05,43.69
RC3210989542,0.0,0.0,0.0,43.69
RC3210989510,0.0,0.0,0.0,43.69
RC3210989483,0.0,0.0,0.0,43.69
RC3210989432,0.05,0.0,-0.05,43.64
RC3210988934,3.33,6.2,2.87,46.51
RC3210988880,0.0,0.0,0.0,46.51
RC3210988804,0.0,0.0,0.0,46.51
RC3210988775,0.0,0.0,0.0,46.51
RC3210988092,1.41,0.0,-1.41,45.1
RC3210987856,0.5,0.77,0.27,45.37
RC3210987758,0.1,0.0,-0.1,45.27
RC3210987722,0.0,0.0,0.0,45.27
RC3210987635,0.0,0.0,0.0,45.27
RC3210987594,0.0,0.0,0.0,45.27
RC3210987543,0.0,0.0,0.0,45.27
RC3210987459,0.05,0.0,-0.05,45.22
RC3210987366,0.1,0.0,-0.1,45.12
RC3210987325,0.0,0.0,0.0,45.12
RC3210987278,0.0,0.0,0.0,45.12
RC3210987244,0.0,0.0,0.0,45.12
RC3210987215,0.0,0.0,0.0,45.12
RC3210987056,1.01,1.29,0.28,45.4
RC3210986642,0.34,0.0,-0.34,45.06
RC3210986475,0.1,0.0,-0.1,44.96
RC3210986447,0.0,0.0,0.0,44.96
RC3210986417,0.0,0.0,0.0,44.96
RC3210986373,0.0,0.0,0.0,44.96
RC3210986255,0.1,0.0,-0.1,44.86
RC3210986138,0.25,0.4,0.15000000000000002,45.01
RC3210986106,0.0,0.0,0.0,45.01
RC3210985970,0.3,0.4,0.10000000000000003,45.11
RC3210985937,0.0,0.0,0.0,45.11
RC3210985909,0.0,0.0,0.0,45.11
RC3210985879,0.0,0.0,0.0,45.11
RC3210985773,0.3,0.4,0.10000000000000003,45.21
RC3210985601,0.1,0.0,-0.1,45.11
RC3210985568,0.0,0.0,0.0,45.11
RC3210985224,0.25,0.53,0.28,45.39
RC3210985196,0.0,0.0,0.0,45.39
RC3210985145,0.05,0.0,-0.05,45.34
RC3210985106,0.1,0.0,-0.1,45.24
RC3210985067,0.0,0.0,0.0,45.24
RC3210985002,0.0,0.0,0.0,45.24
RC3210984907,0.1,0.0,-0.1,45.14
RC3210984874,0.05,0.0,-0.05,45.09
RC3210984833,0.0,0.0,0.0,45.09
RC3210984804,0.0,0.0,0.0,45.09
RC3210984773,0.0,0.0,0.0,45.09
RC3210944712,0.0,0.0,0.0,45.09
RC3210944674,0.0,0.0,0.0,45.09
RC3210944628,0.0,0.0,0.0,45.09
RC3210944555,0.05,0.0,-0.05,45.04
RC3210944429,0.1,0.15000000000000002,0.05000000000000002,45.09
RC3210944402,0.0,0.0,0.0,45.09
RC3210944368,0.0,0.0,0.0,45.09
RC3210944277,0.0,0.0,0.0,45.09
RC3210944247,0.05,0.0,-0.05,45.04
RC3210944201,0.0,0.0,0.0,45.04
RC3210943562,2.54,6.02,3.4799999999999995,48.52
RC3210943485,0.0,0.0,0.0,48.52
RC3210943431,0.0,0.0,0.0,48.52
RC3210943404,0.0,0.0,0.0,48.52
RC3210943355,0.0,0.0,0.0,48.52
RC3210943216,0.0,0.0,0.0,48.52
RC3210943053,0.1,0.15000000000000002,0.05000000000000002,48.57
RC3210942979,0.05,0.0,-0.05,48.52
RC3210942932,0.0,0.0,0.0,48.52
RC3210942901,0.0,0.0,0.0,48.52
RC3210942860,0.0,0.0,0.0,48.52
RC3210942777,0.1,0.0,-0.1,48.42
RC3210942706,0.05,0.0,-0.05,48.37
RC3210942648,0.0,0.0,0.0,48.37
RC3210942562,0.0,0.0,0.0,48.37
RC3210942532,0.0,0.0,0.0,48.37
RC3210942424,0.05,0.0,-0.05,48.32
RC3210942397,0.0,0.0,0.0,48.32
RC3210942370,0.0,0.0,0.0,48.32
RC3210942281,0.1,0.0,-0.1,48.22
RC3210942193,0.0,0.0,0.0,48.22
RC3210942149,0.0,0.0,0.0,48.22
RC3210942100,0.0,0.0,0.0,48.22
RC3210941998,0.1,0.0,-0.1,48.12
RC3210941871,0.3,0.4,0.10000000000000003,48.22
RC3210941841,0.0,0.0,0.0,48.22
RC3210941810,0.0,0.0,0.0,48.22
RC3210941620,0.25,0.4,0.15000000000000002,48.37
RC3210941474,0.25,0.4,0.15000000000000002,48.52
RC3210941428,0.0,0.0,0.0,48.52
RC3210941343,0.1,0.15000000000000002,0.05000000000000002,48.57
RC3210941271,0.05,0.0,-0.05,48.52
RC3210940621,0.25,0.0,-0.25,48.27
RC3210940552,0.0,0.0,0.0,48.27
RC3210939799,0.8300000000000001,1.63,0.7999999999999998,49.07
RC3210939755,0.0,0.0,0.0,49.07
RC3210939565,0.1,0.0,-0.1,48.97
RC3210939452,0.05,0.0,-0.05,48.92
RC3210939427,0.0,0.0,0.0,48.92
RC3210939285,0.25,0.4,0.15000000000000002,49.07
RC3210939240,0.0,0.0,0.0,49.07
RC3210939038,0.5,0.6000000000000001,0.10000000000000009,49.17
RC3210938986,0.0,0.0,0.0,49.17
RC3210938213,0.4,0.0,-0.4,48.77
RC3210938117,0.05,0.0,-0.05,48.72
RC3210938080,0.0,0.0,0.0,48.72
RC3210938027,0.0,0.0,0.0,48.72
RC3210937915,0.1,0.0,-0.1,48.62
RC3210937857,0.05,0.0,-0.05,48.57
RC3210937752,0.0,0.0,0.0,48.57
RC3210937687,0.0,0.0,0.0,48.57
RC3210937629,0.0,0.0,0.0,48.57
RC3210937581,0.0,0.0,0.0,48.57
RC3210937456,0.3,0.4,0.10000000000000003,48.67
RC3210937286,0.1,0.0,-0.1,48.57
RC3210937231,0.0,0.0,0.0,48.57
RC3210937137,0.0,0.0,0.0,48.57
RC3210937087,0.0,0.0,0.0,48.57
RC3210936610,15.71,18.65,2.9399999999999977,51.51
RC3210936542,0.0,0.0,0.0,51.51
RC3210936034,3.8,7.55,3.75,55.26
RC3210935995,0.0,0.0,0.0,55.26
RC3210935783,1.04,1.33,0.29000000000000004,55.55
RC3210935753,0.0,0.0,0.0,55.55
RC3210935715,0.0,0.0,0.0,55.55
RC3210935644,0.0,0.0,0.0,55.55
RC3210935543,0.1,0.0,-0.1,55.45
RC3210935468,0.05,0.0,-0.05,55.4
RC3210935439,0.0,0.0,0.0,55.4
RC3210935403,0.0,0.0,0.0,55.4
RC3210935305,0.0,0.0,0.0,55.4
RC3210935264,0.0,0.0,0.0,55.4
RC3210935129,0.1,0.0,-0.1,55.3
RC3210935068,0.05,0.0,-0.05,55.25
RC3210935026,0.0,0.0,0.0,55.25
RC3210934989,0.0,0.0,0.0,55.25
RC3210934943,0.0,0.0,0.0,55.25
RC3210934802,0.0,0.0,0.0,55.25
RC3210894691,0.05,0.0,-0.05,55.2
RC3210894635,0.1,0.0,-0.1,55.1
RC3210894602,0.0,0.0,0.0,55.1
RC3210894548,0.0,0.0,0.0,55.1
RC3210894357,0.55,0.88,0.32999999999999996,55.43
RC3210893885,0.54,0.0,-0.54,54.89
RC3210893775,0.1,0.0,-0.1,54.79
RC3210893739,0.05,0.0,-0.05,54.74
RC3210893691,0.0,0.0,0.0,54.74
RC3210893635,0.0,0.0,0.0,54.74
RC3210893600,0.0,0.0,0.0,54.74
RC3210893232,0.57,0.91,0.3400000000000001,55.08
RC3210893132,0.05,0.0,-0.05,55.03
RC3210893006,0.1,0.0,-0.1,54.93
RC3210892972,0.0,0.0,0.0,54.93
RC3210892928,0.0,0.0,0.0,54.93
RC3210892312,0.6699999999999999,0.0,-0.6699999999999999,54.26
RC3210892284,0.0,0.0,0.0,54.26
RC3210891987,0.49,0.76,0.27,54.53
RC3210891544,1.1099999999999999,1.6600000000000001,0.5500000000000003,55.08
RC3210891503,0.0,0.0,0.0,55.08
RC3210891449,0.0,0.0,0.0,55.08
RC3210891399,0.0,0.0,0.0,55.08
RC3210891338,0.0,0.0,0.0,55.08
RC3210891254,0.05,0.0,-0.05,55.03
RC3210891114,0.1,0.0,-0.1,54.93
RC3210891071,0.0,0.0,0.0,54.93
RC3210890932,0.25,0.4,0.15000000000000002,55.08
RC3210890901,0.0,0.0,0.0,55.08
RC3210890103,1.14,1.92,0.78,55.86
RC3210889937,0.05,0.0,-0.05,55.81
RC3210889607,1.18,1.5499999999999998,0.3699999999999999,56.18
RC3210889329,0.25,0.0,-0.25,55.93
RC3210889299,0.0,0.0,0.0,55.93
RC3210889259,0.0,0.0,0.0,55.93
RC3210888894,0.6799999999999999,1.15,0.47,56.4
RC3210888842,0.0,0.0,0.0,56.4
RC3210888733,0.1,0.0,-0.1,56.3
RC3210888675,0.05,0.0,-0.05,56.25
RC3210888549,0.0,0.0,0.0,56.25
RC3210888454,0.0,0.0,0.0,56.25
RC3210888321,0.0,0.0,0.0,56.25
RC3210888232,0.0,0.0,0.0,56.25
RC3210888144,0.05,0.0,-0.05,56.2
RC3210887530,0.22999999999999998,0.68,0.45000000000000007,56.65
RC3210887470,0.0,0.0,0.0,56.65
RC3210887362,0.0,0.0,0.0,56.65
RC3210887262,0.0,0.0,0.0,56.65
RC3210887162,0.05,0.0,-0.05,56.6
RC3210886795,1.07,1.3,0.22999999999999998,56.83
RC3210886751,0.0,0.0,0.0,56.83
RC3210886703,0.0,0.0,0.0,56.83
RC3210886493,0.47,0.7899999999999999,0.31999999999999995,57.15
RC3210886458,0.0,0.0,0.0,57.15
RC3210886383,0.05,0.0,-0.05,57.1
RC3210885930,0.61,1.03,0.42000000000000004,57.52
RC3210885868,0.0,0.0,0.0,57.52
RC3210885807,0.0,0.0,0.0,57.52
RC3210885723,0.0,0.0,0.0,57.52
RC3210885666,0.0,0.0,0.0,57.52
RC3210885558,0.0,0.0,0.0,57.52
RC3210885406,0.1,0.0,-0.1,57.42
RC3210885258,0.05,0.0,-0.05,57.37
RC3212547236,0.1,0.0,-0.1,57.27
RC3212546643,0.41000000000000003,0.83,0.41999999999999993,57.69
RC3212546610,0.0,0.0,0.0,57.69
RC3212546586,0.05,0.0,-0.05,57.64
RC3212546560,0.0,0.0,0.0,57.64
RC3212546538,0.0,0.0,0.0,57.64
RC3212546513,0.0,0.0,0.0,57.64
RC3212546440,0.0,0.0,0.0,57.64
RC3212546409,0.0,0.0,0.0,57.64
RC3212546302,0.25,0.4,0.15000000000000002,57.79
RC3212546273,0.05,0.0,-0.05,57.74
RC3212546253,0.0,0.0,0.0,57.74
RC3212546189,0.1,0.0,-0.1,57.64
RC3212545787,4.4799999999999995,8.56,4.080000000000001,61.72
RC3212545765,0.05,0.0,-0.05,61.67
RC3212545669,0.1,0.15000000000000002,0.05000000000000002,61.72
